shift_index,shift,method,metric,repeat_count,mean,sample_sd,monte_carlo_standard_error,ci95_low,ci95_high,repeat_quantile_2_5,repeat_quantile_97_5
0,No shift,Frozen causal latent SCM,accuracy_any_missing,10,0.7839333307108886,0.03554155906007445,0.01123922782232285,0.7585084309876718,0.8093582304341053,0.7247838255163096,0.830307428420636
0,No shift,Frozen causal latent SCM,accuracy_electrical_missing,10,0.7974257143326217,0.056529193240429335,0.017876100493155102,0.7569871655581312,0.8378642631071122,0.7060846560846561,0.8661415094339623
0,No shift,Frozen causal latent SCM,biomarker_missing_fraction,10,0.054766666666666665,0.004280446497997869,0.0013535960336164634,0.05170461970361028,0.05782871362972305,0.04771666666666667,0.059958333333333336
0,No shift,Frozen causal latent SCM,all_biomarkers_missing_rate,10,0.00030000000000000003,0.0004830458915396479,0.00015275252316519465,-4.555021442218172e-05,0.0006455502144221818,0.0,0.001
0,No shift,Modular causal latent SCM,accuracy,10,0.812,0.012745369529536739,0.004030439733384479,0.8028825118876726,0.8211174881123275,0.7929,0.832625
0,No shift,Modular causal latent SCM,adjusted_rand_index,10,0.3893477385565181,0.03191977048007082,0.010093917710683006,0.3665137103060367,0.4121817668069995,0.34253360080066264,0.442147562601045
0,No shift,Modular causal latent SCM,false_atrial_renal_competing,10,0.16123106512420074,0.06638061209447148,0.02099139266946501,0.11374523583868745,0.20871689440971403,0.055821513002364063,0.24352695216789175
0,No shift,Modular causal latent SCM,brier_score,10,0.13257639406074284,0.008589925785151995,0.002716373041289048,0.12643153132840704,0.13872125679307865,0.12156711359372367,0.1439100489916863
0,No shift,Modular causal latent SCM,expected_calibration_error,10,0.04413340509003868,0.023817677039876625,0.007531810802030718,0.027095265334963016,0.06117154484511434,0.023168401179879172,0.09183611413897154
0,No shift,Modular causal latent SCM,mean_posterior_entropy,10,0.40007701511202143,0.013510152272140303,0.004272285271566235,0.3904124343831918,0.40974159584085107,0.3783550918872997,0.41809355954849486
0,No shift,Modular causal latent SCM,predicted_atrial_prevalence,10,0.4936999999999999,0.06067042112924551,0.01918567173700207,0.4502989952559733,0.5371010047440266,0.402025,0.57725
